type_,code,desc_
1,444130,Hardware Stores
1,444190,Other Building Material Dealers
1,444220,"Nursery, Garden Center, and Farm Supply Stores"
1,445110,Supermarkets and Other Grocery (except Convenience) Stores
1,445120,Convenience Stores
1,445210,Meat Markets
1,445230,Fruit and Vegetable Markets
1,445292,Confectionery and Nut Stores
1,445299,All Other Specialty Food Stores
1,445310,"Beer, Wine, and Liquor Stores"
1,446110,Pharmacies and Drug Stores
1,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
1,446130,Optical Goods Stores
1,446191,Food (Health) Supplement Stores
1,446199,All Other Health and Personal Care Stores
1,447110,Gasoline Stations with Convenience Stores
1,447190,Other Gasoline Stations
1,448110,Men's Clothing Stores
1,448120,Women's Clothing Stores
1,448130,Children's and Infants' Clothing Stores
1,448140,Family Clothing Stores
1,448150,Clothing Accessories Stores
1,448190,Other Clothing Stores
1,448210,Shoe Stores
1,448310,Jewelry Stores
1,451110,Sporting Goods Stores
1,451120,"Hobby, Toy, and Game Stores"
1,451130,"Sewing, Needlework, and Piece Goods Stores"
1,451140,Musical Instrument and Supplies Stores
1,451211,Book Stores
1,451212,News Dealers and Newsstands
1,451220,
1,452111,
1,452112,
1,452910,
1,452990,
1,453110,Florists
1,453210,Office Supplies and Stationery Stores
1,453220,"Gift, Novelty, and Souvenir Stores"
1,453310,Used Merchandise Stores
1,453910,Pet and Pet Supplies Stores
1,453920,Art Dealers
1,453991,Tobacco Stores
1,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
1,454111,
1,454112,
1,454113,
1,454210,Vending Machine Operators
1,454311,
1,454312,
1,454390,Other Direct Selling Establishments
1,481111,Scheduled Passenger Air Transportation
1,481112,Scheduled Freight Air Transportation
1,481211,Nonscheduled Chartered Passenger Air Transportation
1,481212,Nonscheduled Chartered Freight Air Transportation
1,481219,Other Nonscheduled Air Transportation
1,482111,Line-Haul Railroads
1,482112,Short Line Railroads
1,483111,Deep Sea Freight Transportation
1,483112,Deep Sea Passenger Transportation
1,483113,Coastal and Great Lakes Freight Transportation
1,483114,Coastal and Great Lakes Passenger Transportation
1,483211,Inland Water Freight Transportation
1,484110,"General Freight Trucking, Local"
1,484121,"General Freight Trucking, Long-Distance, Truckload"
1,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
1,484210,Used Household and Office Goods Moving
1,484220,"Specialized Freight (except Used Goods) Trucking, Local"
1,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1,485111,Mixed Mode Transit Systems
1,485112,Commuter Rail Systems
1,485113,Bus and Other Motor Vehicle Transit Systems
1,485119,Other Urban Transit Systems
1,485210,Interurban and Rural Bus Transportation
1,485310,Taxi Service
1,485410,School and Employee Bus Transportation
1,485510,Charter Bus Industry
1,485991,Special Needs Transportation
1,485999,All Other Transit and Ground Passenger Transportation
1,486110,Pipeline Transportation of Crude Oil
1,486210,Pipeline Transportation of Natural Gas
1,486910,Pipeline Transportation of Refined Petroleum Products
1,487210,"Scenic and Sightseeing Transportation, Water"
1,487990,"Scenic and Sightseeing Transportation, Other"
1,488111,Air Traffic Control
1,488119,Other Airport Operations
1,488190,Other Support Activities for Air Transportation
1,488210,Support Activities for Rail Transportation
1,488310,Port and Harbor Operations
1,488320,Marine Cargo Handling
1,488330,Navigational Services to Shipping
1,488390,Other Support Activities for Water Transportation
1,488410,Motor Vehicle Towing
1,488490,Other Support Activities for Road Transportation
1,488510,Freight Transportation Arrangement
1,488991,Packing and Crating
1,488999,All Other Support Activities for Transportation
1,491110,Postal Service
1,492110,Couriers and Express Delivery Services
1,492210,Local Messengers and Local Delivery
1,493110,General Warehousing and Storage
1,493120,Refrigerated Warehousing and Storage
1,493190,Other Warehousing and Storage
1,511110,Newspaper Publishers
1,511120,Periodical Publishers
1,511130,Book Publishers
1,511140,Directory and Mailing List Publishers
1,511191,Greeting Card Publishers
1,511199,All Other Publishers
1,511210,Software Publishers
1,512110,Motion Picture and Video Production
1,512120,Motion Picture and Video Distribution
1,512131,Motion Picture Theaters (except Drive-Ins)
1,512191,Teleproduction and Other Postproduction Services
1,512199,Other Motion Picture and Video Industries
1,512220,
1,512230,Music Publishers
1,512240,Sound Recording Studios
1,512250,Record Production and Distribution
1,512290,Other Sound Recording Industries
1,515111,Radio Networks
1,515112,Radio Stations
1,515120,Television Broadcasting
1,515210,Cable and Other Subscription Programming
1,517110,
1,517210,
1,517410,Satellite Telecommunications
1,517911,Telecommunications Resellers
1,517919,All Other Telecommunications
1,518210,"Data Processing, Hosting, and Related Services"
1,519130,Internet Publishing and Broadcasting and Web Search Portals
1,519190,All Other Information Services
1,521110,Monetary Authorities-Central Bank
1,522110,Commercial Banking
1,522120,Savings Institutions
1,522130,Credit Unions
1,522190,Other Depository Credit Intermediation
1,522210,Credit Card Issuing
1,522220,Sales Financing
1,522291,Consumer Lending
1,522292,Real Estate Credit
1,522293,International Trade Financing
1,522294,Secondary Market Financing
1,522298,All Other Nondepository Credit Intermediation
1,522310,Mortgage and Nonmortgage Loan Brokers
1,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1,522390,Other Activities Related to Credit Intermediation
1,523110,Investment Banking and Securities Dealing
1,523120,Securities Brokerage
1,523130,Commodity Contracts Dealing
1,523140,Commodity Contracts Brokerage
1,523210,Securities and Commodity Exchanges
1,523910,Miscellaneous Intermediation
1,523920,Portfolio Management
1,523930,Investment Advice
1,523991,"Trust, Fiduciary, and Custody Activities"
1,523999,Miscellaneous Financial Investment Activities
1,524113,Direct Life Insurance Carriers
1,524114,Direct Health and Medical Insurance Carriers
1,524126,Direct Property and Casualty Insurance Carriers
1,524127,Direct Title Insurance Carriers
1,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
1,524130,Reinsurance Carriers
1,524210,Insurance Agencies and Brokerages
1,524291,Claims Adjusting
1,524292,Third Party Administration of Insurance and Pension Funds
1,524298,All Other Insurance Related Activities
1,525110,Pension Funds
1,525190,Other Insurance Funds
1,525910,Open-End Investment Funds
1,525920,"Trusts, Estates, and Agency Accounts"
1,525990,Other Financial Vehicles
1,531110,Lessors of Residential Buildings and Dwellings
1,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
1,531130,Lessors of Miniwarehouses and Self-Storage Units
1,531190,Lessors of Other Real Estate Property
1,531210,Offices of Real Estate Agents and Brokers
1,531311,Residential Property Managers
1,531312,Nonresidential Property Managers
1,531320,Offices of Real Estate Appraisers
1,531390,Other Activities Related to Real Estate
1,532111,Passenger Car Rental
1,532112,Passenger Car Leasing
1,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1,532210,Consumer Electronics and Appliances Rental
1,532230,
1,532281,Formal Wear and Costume Rental
1,532282,Video Tape and Disc Rental
1,532283,Home Health Equipment Rental
1,532284,Recreational Goods Rental
1,532289,All Other Consumer Goods Rental
1,532291,
1,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1,532420,Office Machinery and Equipment Rental and Leasing
1,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1,541110,Offices of Lawyers
1,541199,All Other Legal Services
1,541211,Offices of Certified Public Accountants
1,541213,Tax Preparation Services
1,541214,Payroll Services
1,541219,Other Accounting Services
1,541310,Architectural Services
1,541320,Landscape Architectural Services
1,541330,Engineering Services
1,541350,Building Inspection Services
1,541360,Geophysical Surveying and Mapping Services
1,541370,Surveying and Mapping (except Geophysical) Services
1,541380,Testing Laboratories
1,541410,Interior Design Services
1,541420,Industrial Design Services
1,541430,Graphic Design Services
1,541490,Other Specialized Design Services
1,541511,Custom Computer Programming Services
1,541512,Computer Systems Design Services
1,541513,Computer Facilities Management Services
1,541519,Other Computer Related Services
1,541611,Administrative Management and General Management Consulting Services
1,541612,Human Resources Consulting Services
1,541613,Marketing Consulting Services
1,541614,"Process, Physical Distribution, and Logistics Consulting Services"
1,541618,Other Management Consulting Services
1,541620,Environmental Consulting Services
1,541690,Other Scientific and Technical Consulting Services
1,541711,
1,541712,
1,541713,Research and Development in Nanotechnology
1,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
1,541720,Research and Development in the Social Sciences and Humanities
1,541810,Advertising Agencies
1,541820,Public Relations Agencies
1,541830,Media Buying Agencies
1,541840,Media Representatives
1,541850,Outdoor Advertising
1,541860,Direct Mail Advertising
1,541870,Advertising Material Distribution Services
1,541890,Other Services Related to Advertising
1,541910,Marketing Research and Public Opinion Polling
1,541921,"Photography Studios, Portrait"
1,541930,Translation and Interpretation Services
1,541940,Veterinary Services
1,541990,"All Other Professional, Scientific, and Technical Services"
1,551111,Offices of Bank Holding Companies
1,551112,Offices of Other Holding Companies
1,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1,561110,Office Administrative Services
1,561210,Facilities Support Services
1,561311,Employment Placement Agencies
1,561312,Executive Search Services
1,561320,Temporary Help Services
1,561330,Professional Employer Organizations
1,561410,Document Preparation Services
1,561421,Telephone Answering Services
1,561422,Telemarketing Bureaus and Other Contact Centers
1,561431,Private Mail Centers
1,561439,Other Business Service Centers (including Copy Shops)
1,561440,Collection Agencies
1,561450,Credit Bureaus
1,561491,Repossession Services
1,561499,All Other Business Support Services
1,561510,Travel Agencies
1,561520,Tour Operators
1,561599,All Other Travel Arrangement and Reservation Services
1,561611,Investigation Services
1,561612,Security Guards and Patrol Services
1,561613,Armored Car Services
1,561621,Security Systems Services (except Locksmiths)
1,561622,Locksmiths
1,561710,Exterminating and Pest Control Services
1,561720,Janitorial Services
1,561730,Landscaping Services
1,561790,Other Services to Buildings and Dwellings
1,561910,Packaging and Labeling Services
1,561920,Convention and Trade Show Organizers
1,561990,All Other Support Services
1,562111,Solid Waste Collection
1,562112,Hazardous Waste Collection
1,562119,Other Waste Collection
1,562211,Hazardous Waste Treatment and Disposal
1,562212,Solid Waste Landfill
1,562213,Solid Waste Combustors and Incinerators
1,562219,Other Nonhazardous Waste Treatment and Disposal
1,562910,Remediation Services
1,562920,Materials Recovery Facilities
1,562998,All Other Miscellaneous Waste Management Services
1,611110,Elementary and Secondary Schools
1,611210,Junior Colleges
1,611310,"Colleges, Universities, and Professional Schools"
1,611410,Business and Secretarial Schools
1,611420,Computer Training
1,611430,Professional and Management Development Training
1,611512,Flight Training
1,611519,Other Technical and Trade Schools
1,611610,Fine Arts Schools
1,611620,Sports and Recreation Instruction
1,611630,Language Schools
1,611691,Exam Preparation and Tutoring
1,611692,Automobile Driving Schools
1,611699,All Other Miscellaneous Schools and Instruction
1,611710,Educational Support Services
1,621111,Offices of Physicians (except Mental Health Specialists)
1,621112,"Offices of Physicians, Mental Health Specialists"
1,621210,Offices of Dentists
1,621310,Offices of Chiropractors
1,621320,Offices of Optometrists
1,621330,Offices of Mental Health Practitioners (except Physicians)
1,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1,621399,Offices of All Other Miscellaneous Health Practitioners
1,621410,Family Planning Centers
1,621420,Outpatient Mental Health and Substance Abuse Centers
1,621491,HMO Medical Centers
1,621492,Kidney Dialysis Centers
1,621493,Freestanding Ambulatory Surgical and Emergency Centers
1,621498,All Other Outpatient Care Centers
1,621511,Medical Laboratories
1,621512,Diagnostic Imaging Centers
1,621610,Home Health Care Services
1,621910,Ambulance Services
1,621991,Blood and Organ Banks
1,621999,All Other Miscellaneous Ambulatory Health Care Services
1,622110,General Medical and Surgical Hospitals
1,622210,Psychiatric and Substance Abuse Hospitals
1,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
1,623110,Nursing Care Facilities (Skilled Nursing Facilities)
1,623210,Residential Intellectual and Developmental Disability Facilities
1,623220,Residential Mental Health and Substance Abuse Facilities
1,623311,Continuing Care Retirement Communities
1,623312,Assisted Living Facilities for the Elderly
1,623990,Other Residential Care Facilities
1,624120,Services for the Elderly and Persons with Disabilities
1,624190,Other Individual and Family Services
1,624229,Other Community Housing Services
1,624310,Vocational Rehabilitation Services
1,624410,Child Day Care Services
1,711110,Theater Companies and Dinner Theaters
1,711130,Musical Groups and Artists
1,711190,Other Performing Arts Companies
1,711211,Sports Teams and Clubs
1,711212,Racetracks
1,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1,712110,Museums
1,712130,Zoos and Botanical Gardens
1,712190,Nature Parks and Other Similar Institutions
1,713110,Amusement and Theme Parks
1,713120,Amusement Arcades
1,713210,Casinos (except Casino Hotels)
1,713290,Other Gambling Industries
1,713910,Golf Courses and Country Clubs
1,713920,Skiing Facilities
1,713930,Marinas
1,713940,Fitness and Recreational Sports Centers
1,713950,Bowling Centers
1,713990,All Other Amusement and Recreation Industries
1,721110,Hotels (except Casino Hotels) and Motels
1,721120,Casino Hotels
1,721199,All Other Traveler Accommodation
1,721211,RV (Recreational Vehicle) Parks and Campgrounds
1,721214,Recreational and Vacation Camps (except Campgrounds)
1,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
1,722110,
1,722211,
1,722410,Drinking Places (Alcoholic Beverages)
1,722511,Full-Service Restaurants
1,722513,Limited-Service Restaurants
1,722514,"Cafeterias, Grill Buffets, and Buffets"
1,722515,Snack and Nonalcoholic Beverage Bars
1,811111,General Automotive Repair
1,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
1,811122,Automotive Glass Replacement Shops
1,811192,Car Washes
1,811198,All Other Automotive Repair and Maintenance
1,811219,Other Electronic and Precision Equipment Repair and Maintenance
1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
1,811411,Home and Garden Equipment Repair and Maintenance
1,811412,Appliance Repair and Maintenance
1,812111,Barber Shops
1,812112,Beauty Salons
1,812191,Diet and Weight Reducing Centers
1,812199,Other Personal Care Services
1,812210,Funeral Homes and Funeral Services
1,812220,Cemeteries and Crematories
1,812310,Coin-Operated Laundries and Drycleaners
1,812320,Drycleaning and Laundry Services (except Coin-Operated)
1,812331,Linen Supply
1,812332,Industrial Launderers
1,812910,Pet Care (except Veterinary) Services
1,812930,Parking Lots and Garages
1,812990,All Other Personal Services
1,813110,Religious Organizations
1,813211,Grantmaking Foundations
1,813212,Voluntary Health Organizations
1,813219,Other Grantmaking and Giving Services
1,813312,"Environment, Conservation and Wildlife Organizations"
1,813410,Civic and Social Organizations
1,813920,Professional Organizations
1,921110,Executive Offices
1,921130,Public Finance Activities
1,921140,"Executive and Legislative Offices, Combined"
1,921190,Other General Government Support
1,922130,Legal Counsel and Prosecution
1,922160,Fire Protection
1,923110,Administration of Education Programs
1,924110,Administration of Air and Water Resource and Solid Waste Management Programs
1,926110,Administration of General Economic Programs
1,926120,Regulation and Administration of Transportation Programs
1,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
1,928110,National Security
1,928120,International Affairs
2,01,Agricultural Production- Crops
2,02,Agricultural Production- Livestockand Animal Specialties
2,07,Agricultural Services
2,08,Forestry
2,09,"Fishing, Hunting, and Trapping"
2,10,Metal Mining
2,1040,Gold and Silver Ores
2,1090,Miscellaneous Metal Ores
2,1220,Bituminous Coal and Lignite Mining
2,1221,Bituminous Coal and Lignite Surface Mining
2,1311,Crude Petroleum and Natural Gas
2,1381,Drilling Oil and Gas Wells
2,1382,Oil and Gas Field Exploration Services
2,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
2,14,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
2,1520,General Building Contractors- Residential buildings
2,1531,Operative Builders
2,1540,General Building Contractors- Nonresidential buildings
2,16,Heavy Construction Other Than Building Construction- Contractors
2,1623,"Water, Sewer, Pipeline, and Communications and Power Line Construction"
2,17,Construction- Specialtrade Contractors
2,1731,Electrical Work
2,20,Food and Kindred Products
2,2011,Meat Packing Plants
2,2013,Sausages and Other Prepared Meat Products
2,2015,Poultry Slaughtering and Processing
2,2020,Dairy Products
2,2024,Ice Cream and Frozen Desserts
2,2030,"Canned, Frozen, and Preserved Fruits, Vegetables, and Food Specialties"
2,2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies"
2,2040,Grain Mill Products
2,2050,Bakery Products
2,2052,Cookies and Crackers
2,2060,Sugar and Confectionery Products
2,2070,Fats and Oils
2,2080,Beverages
2,2082,Malt Beverages
2,2086,Bottled and Canned Soft Drinks and Carbonated Waters
2,2090,Miscellaneous Food Preparations and Kindred Products
2,2092,Prepared Fresh Or Frozen Fish and Seafoods
2,21,Tobacco Products
2,2111,Cigarettes
2,22,Textile Mill Products
2,2211,"Broadwoven Fabric Mills, Cotton"
2,2221,"Broadwoven Fabric Mills, Manmade Fiber and Silk"
2,2253,Knit Outerwear Mills
2,2273,Carpets and Rugs
2,23,Apparel and Other Finished Products Made From Fabrics and Similar Material
2,2320,"Men's and Boys' Furnishings, Work Clothing, and Allied Garments"
2,2330,"Women's, Misses', and Juniors' Outerwear"
2,2340,"Women's, Misses', Children's, and Infants' Undergarments"
2,2390,Miscellaneous Fabricated Textile Products
2,24,"Lumber and Wood Products, Except Furniture"
2,2421,"Sawmills and Planing Mills, General"
2,2430,"Millwork, Veneer, Plywood, and Structural Wood Members"
2,2451,Mobile Homes
2,2452,Prefabricated Wood Buildings and Components
2,2510,Household Furniture
2,2511,"Wood Household Furniture, Except Upholstered"
2,2520,Office Furniture
2,2522,"Office Furniture, Except Wood"
2,2531,Public Building and Related Furniture
2,2540,"Partitions, Shelving, Lockers, and Office and Store Fixtures"
2,2590,Miscellaneous Furniture and Fixtures
2,26,Paper and Allied Products
2,2611,Pulp Mills
2,2621,Paper Mills
2,2631,Paperboard Mills
2,2650,Paperboard Containers and Boxes
2,2670,"Converted Paper and Paperboard Products, Except Containers and Box"
2,2673,"Plastics, Foil, and Coated Paper Bags"
2,2711,"Newspapers: Publishing, Or Publishing and Printing"
2,2721,"Periodicals: Publishing, Or Publishing and Printing"
2,2731,"Books: Publishing, Or Publishing and Printing"
2,2732,Book Printing
2,2741,Miscellaneous Publishing
2,2750,Commercial Printing
2,2761,Manifold Business Forms
2,2771,Greeting Cards
2,2780,"Bankbooks, Looseleaf Binders, and Bookbinding and Related Work"
2,2790,Service Industries For The Printing Trade
2,28,Chemicals and Allied Products
2,2810,Industrial Inorganic Chemicals
2,2820,"Plastics Materials and Synthetic Resins, Synthetic Rubber, Cellulose(no Glass)"
2,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Easton"
2,2833,Medicinal Chemicals and Botanical Products
2,2834,Pharmaceutical Preparations
2,2835,In Vitro and In Vivo Diagnostic Substances
2,2836,"Biological Products, Except Diagnostic Substances"
2,2840,"Soap, Detergents, and Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet Preparations"
2,2842,"Specialty Cleaning, Polishing, and Sanitation Preparations"
2,2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
2,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
2,2860,Industrial Organic Chemicals
2,2870,Agricultural Chemicals
2,2890,Miscellaneous Chemical Products
2,2891,Adhesives and Sealants
2,2911,Petroleum Refining
2,2990,Miscellaneous Products of Petroleum and Coal
2,3011,Tires and Inner Tubes
2,3021,Rubber and Plastics Footwear
2,3050,"Gaskets, Packing, and Sealing Devices and Rubber and Plastics Hose"
2,3060,"Fabricated Rubber Products, Not Elsewhere Classified"
2,3080,Miscellaneous Plastics Products
2,3081,Unsupported Plastics Film and Sheet
2,3086,Plastics Foam Products
2,3089,"Plastics Products, Not Elsewhere Classified"
2,31,Leather and Leather Products
2,3140,"Footwear, Except Rubber"
2,3211,Flat Glass
2,3220,"Glass and Glassware, Pressed Or Blown"
2,3221,Glass Containers
2,3231,"Glass Products, Made of Purchased Glass"
2,3241,"Cement, Hydraulic"
2,3250,Structural Clay Products
2,3260,Pottery and Related Products
2,3270,"Concrete, Gypsum, and Plaster Products"
2,3272,"Concrete Products, Except Block and Brick"
2,3281,Cut Stone and Stone Products
2,3290,"Abrasive, Asbestos, and Miscellaneous Nonmetallic Mineral Products"
2,3310,"Steel Works, Blast Furnaces, and Rolling and Finishing Mills"
2,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills"
2,3317,Steel Pipe and Tubes
2,3320,Iron and Steel Foundries
2,3330,Primary Smelting and Refining of Nonferrous Metals
2,3334,Primary Production of Aluminum
2,3341,Secondary Smelting and Refining of Nonferrous Metals
2,3350,"Rolling, Drawing, and Extruding of Nonferrous Metals"
2,3357,Drawing and Insulating of Nonferrous Wire
2,3360,Nonferrous Foundries (Castings)
2,3390,Miscellaneous Primary Metal Products
2,3411,Metal Cans
2,3412,"Metal Shipping Barrels, Drums, Kegs, and Pails"
2,3420,"Cutlery, Hand tools, and General Hardware"
2,3430,"Heating Equipment, Except Electric and Warm Air; and Plumbing Fixtures"
2,3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
2,3440,Fabricated Structural Metal Products
2,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
2,3443,Fabricated Plate Work (Boiler Shops)
2,3444,Sheet Metalwork
2,3448,Prefabricated Metal Buildings and Components
2,3452,"Bolts, Nuts, Screws, Rivets, and Washers"
2,3460,Metal Forgings and Stampings
2,3470,"Coating, Engraving, and Allied Services"
2,3480,"Ordnance and Accessories, Except Vehicles and Guided Missiles"
2,3490,Miscellaneous Fabricated Metal Products
2,3510,Engines and Turbines
2,3523,Farm Machinery and Equipment
2,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment
2,3530,"Construction, Mining, and Materials Handling Machinery and Equipment"
2,3531,Construction Machinery and Equipment
2,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery"
2,3533,Oil and Gas Field Machinery and Equipment
2,3537,"Industrial Trucks, Tractors, Trailers, and Stackers"
2,3540,Metalworking Machinery and Equipment
2,3541,"Machine Tools, Metal Cutting Types"
2,3550,"Special Industry Machinery, Except Metalworking Machinery"
2,3555,Printing Trades Machinery and Equipment
2,3559,"Special Industry Machinery, Not Elsewhere Classified"
2,3560,General Industrial Machinery and Equipment
2,3561,Pumps and Pumping Equipment
2,3562,Ball and Roller Bearings
2,3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment
2,3569,"General Industrial Machinery and Equipment, Not Elsewhere Classified"
2,3570,Computer and Office Equipment
2,3571,Electronic Computers
2,3572,Computer Storage Devices
2,3576,Computer Communications Equipment
2,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
2,3578,"Calculating and Accounting Machines, Except Electronic Computers"
2,3579,"Office Machines, Not Elsewhere Classified"
2,3580,Refrigeration and Service Industry Machinery
2,3585,Air- Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment
2,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
2,36,"Electronic and Other Electrical Equipment and Components, Except Computer"
2,3612,"Power, Distribution, and Specialty Transformers"
2,3613,Switchgear and Switchboard Apparatus
2,3620,Electrical Industrial Apparatus
2,3621,Motors and Generators
2,3630,Household Appliances
2,3634,Electric Housewares and Fans
2,3640,Electric Lighting and Wiring Equipment
2,3651,Household Audio and Video Equipment
2,3652,Phonograph Records and Prerecorded Audio Tapes and Disks
2,3661,Telephone and Telegraph Apparatus
2,3663,Radio and Television Broadcasting and Communications Equipment
2,3669,"Communications Equipment, Not Elsewhere Classified"
2,3670,Electronic Components and Accessories
2,3672,Printed Circuit Boards
2,3674,Semiconductors and Related Devices
2,3677,"Electronic Coils, Transformers, and Other Inductors"
2,3678,Electronic Connectors
2,3679,"Electronic Components, Not Elsewhere Classified"
2,3690,"Miscellaneous Electrical Machinery, Equipment, and Supplies"
2,3695,Magnetic and Optical Recording Media
2,3711,Motor Vehicles and Passenger Car Bodies
2,3713,Truck and Bus Bodies
2,3714,Motor Vehicle Parts and Accessories
2,3715,Truck Trailers
2,3716,Motor Homes
2,3720,Aircraft and Parts
2,3721,Aircraft
2,3724,Aircraft Engines and Engine Parts
2,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
2,3730,Ship and Boat Building and Repairing
2,3743,Railroad Equipment
2,3751,"Motorcycles, Bicycles, and Parts"
2,3760,Guided Missiles and Space Vehicles and Parts
2,3790,Miscellaneous Transportation Equipment
2,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments"
2,3821,Laboratory Apparatus and Furniture
2,3822,Automatic Controls For Regulating Residential and Commercial Environments and Appliances
2,3823,"Industrial Instruments For Measurement, Display, and Control of Process Variables; and Related Products"
2,3824,Totalizing Fluid Meters and Counting Devices
2,3825,Instruments For Measuring and Testing of Electricity and Electrical Signals
2,3826,Laboratory Analytical Instruments
2,3827,Optical Instruments and Lenses
2,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
2,3841,Surgical and Medical Instruments and Apparatus
2,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
2,3843,Dental Equipment and Supplies
2,3844,X- Ray apparatus and Tubes and Related Irradiation Apparatus
2,3845,Electromedical and Electrotherapeutic Apparatus
2,3851,Ophthalmic Goods
2,3861,Photographic Equipment and Supplies
2,3873,"Watches, Clocks, Clockwork Operated Devices, and Parts"
2,3910,"Jewelry, Silverware, and Plated Ware"
2,3942,Dolls and Stuffed Toys
2,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles"
2,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
2,3950,"Pens, Pencils, and Other Artists' Materials"
2,3990,Miscellaneous Manufacturing Industries
2,4011,"Railroads, Line- Haul operating"
2,4013,Railroad Switching and Terminal Establishments
2,41,Local and Suburban Transit and Interurban Highway Passenger Transportation
2,4210,"Trucking and Courier Services, Except Air"
2,4213,"Trucking, Except Local"
2,4220,Public Warehousing and Storage
2,44,Water Transportation
2,4412,Deep Sea Foreign Transportation of Freight
2,4512,"Air Transportation, Scheduled"
2,4513,Air Courier Services
2,4522,"Air Transportation, Nonscheduled"
2,4581,"Airports, Flying Fields, and Airport Terminal Services"
2,4610,"Pipelines, Except Natural Gas"
2,47,Transportation Services
2,4731,Arrangement of Transportation of Freight and Cargo
2,4812,Radiotelephone Communications
2,4813,"Telephone Communications, Except Radiotelephone"
2,4822,Telegraph and Other Message Communications
2,4832,Radio Broadcasting Stations
2,4833,Television Broadcasting Stations
2,4841,Cable and Other Pay Television Services
2,4899,"Communications Services, Not Elsewhere Classified"
2,49,"Electric, Gas, and Sanitary Services"
2,4911,Electric Services
2,4922,Natural Gas Transmission
2,4923,Natural Gas Transmission and Distribution
2,4924,Natural Gas Distribution
2,4931,Electric and Other Services Combined
2,4932,Gas and Other Services Combined
2,4941,Water Supply
2,4950,Sanitary Services
2,4953,Refuse Systems
2,4955,Hazardous Waste Management
2,4991,Cogeneration Services & Small Power Producers
2,50,Wholesale Trade - Durable Goods
2,5010,Motor Vehicles and Motor Vehicle Parts and Supplies
2,5013,Motor Vehicle Supplies and New Parts
2,5030,Lumber and Other Construction Materials
2,5031,"Lumber, Plywood, Millwork, and Wood Panels"
2,5040,Professional and Commercial Equipment and Supplies
2,5045,Computers and Computer Peripheral Equipment and Software
2,5047,"Medical, Dental, and Hospital Equipment and Supplies"
2,5050,"Metals and Minerals, Except Petroleum"
2,5051,Metals Service Centers and Offices
2,5063,"Electrical Apparatus and Equipment, Wiring Supplies, and Construction Materials"
2,5064,"Electrical Appliances, Television and Radio Sets"
2,5065,"Electronic Parts and Equipment, Not Elsewhere Classified"
2,5070,"Hardware, and Plumbing and Heating Equipment and Supplies"
2,5072,Hardware
